movie_id,title,Budget,Revenue,Popularity,Genres,Primary_Genre,Genre_Count,Director,Production_Companies,Primary_Production_Company,Production_Company_Count,Release_Date,Cast_Count,Lead_Actor,Second_Lead_Actor,Third_Lead_Actor,Male_Cast_Count,Female_Cast_Count,Unknown_Cast_Gender_Count,Cast_Gender_Ratio,Crew_Count,Producer_Count,Writer_Count,Male_Crew_Count,Female_Crew_Count,Unknown_Crew_Gender_Count,Unique_Department_Count,Top_Crew_Department,Cast_Crew_Ratio,Total_People_Involved,Profit,ROI,Revenue_Budget_Ratio,Budget_Category,Financial_Result,Budget_Efficiency,Popularity_Category,Profitability_Category,Popularity_Profitability_Segment,Release_Year,Release_Month,Release_Month_Name,Release_Quarter,Release_Season,Has_Budget_Data,Has_Revenue_Data,Has_Financial_Data,Has_Genre_Data,Has_Company_Data,Has_Release_Data
10771,The Tuxedo,60000000,104400000,4.61,"Thriller, Action, Comedy, Science Fiction",Thriller,4,Kevin Donovan,"DreamWorks Pictures, Vanguard Films, Paramount Pictures, Parkes+MacDonald Production",DreamWorks Pictures,4,27-09-2002 00:00,15,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,10,4,1,2.5,36,2,2,15,4,17,10,Costume & Make-Up,0.42,51,44400000,74,1.74,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2002,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3512,Under Siege 2: Dark Territory,60000000,104324083,3.76,"Action, Thriller",Action,2,Geoff Murphy,"Regency Enterprises, Seagal/Nasso Productions, Cutting Edge Films, Warner Bros. Pictures, JVC",Regency Enterprises,5,13-07-1995 00:00,12,Steven Seagal,Eric Bogosian,Everett McGill,8,3,1,2.67,20,2,2,12,1,7,8,Costume & Make-Up,0.6,32,44324083,73.87,1.74,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,1995,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
137094,Jack Ryan: Shadow Recruit,60000000,135500000,4.72,"Action, Drama, Thriller",Action,3,Kenneth Branagh,"di Bonaventura Pictures, Paramount Pictures, Mace Neufeld Productions, Buckaroo Entertainment, Skydance Media",di Bonaventura Pictures,5,15-01-2014 00:00,29,Chris Pine,Keira Knightley,Kevin Costner,13,3,13,4.33,31,6,2,12,7,12,8,Production,0.94,60,75500000,125.83,2.26,High Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2014,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
274479,Joy,60000000,101134059,3.04,"Drama, Comedy",Drama,2,David O. Russell,"Fox 2000 Pictures, Annapurna Pictures, Davis Entertainment, 10 by 10 Entertainment, TSG Entertainment",Fox 2000 Pictures,5,24-12-2015 00:00,67,Jennifer Lawrence,Bradley Cooper,Robert De Niro,14,20,33,0.7,89,5,1,22,10,57,11,Production,0.75,156,41134059,68.56,1.69,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2015,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
267860,London Has Fallen,60000000,205754447,5.14,"Action, Thriller",Action,2,Babak Najafi,"Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",Millennium Media,5,02-03-2016 00:00,29,Gerard Butler,Aaron Eckhart,Morgan Freeman,11,8,10,1.38,101,6,4,16,7,78,11,Visual Effects,0.29,130,145754447,242.92,3.43,High Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2016,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8078,Alien: Resurrection,70000000,162000000,7.68,"Science Fiction, Horror, Action",Science Fiction,3,Jean-Pierre Jeunet,"20th Century Fox, Brandywine Productions",20th Century Fox,2,12-11-1997 00:00,26,Sigourney Weaver,Winona Ryder,Brad Dourif,18,5,3,3.6,91,5,1,27,4,60,11,Art,0.29,117,92000000,131.43,2.31,High Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1997,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7485,Shooter,61000000,95700000,15.09,"Drama, Action, Thriller",Drama,3,Antoine Fuqua,"Paramount Pictures, di Bonaventura Pictures, Grosvenor Park Impact Productions",Paramount Pictures,3,22-03-2007 00:00,16,Mark Wahlberg,Michael Peña,Danny Glover,12,2,2,6,10,1,1,7,1,2,6,Writing,1.6,26,34700000,56.89,1.57,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2007,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
170687,The Boxtrolls,60000000,108255770,4.3,"Animation, Comedy, Family, Fantasy",Animation,4,Anthony Stacchi,LAIKA,LAIKA,1,10-09-2014 00:00,18,Ben Kingsley,Isaac Hempstead-Wright,Elle Fanning,13,3,2,4.33,74,2,2,8,1,65,10,Visual Effects,0.24,92,48255770,80.43,1.8,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2014,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6435,Practical Magic,75000000,46733235,6.63,"Romance, Comedy, Fantasy",Romance,3,Griffin Dunne,"Di Novi Pictures, Fortis Films, Village Roadshow Pictures, Warner Bros. Pictures",Di Novi Pictures,4,16-10-1998 00:00,11,Sandra Bullock,Nicole Kidman,Evan Rachel Wood,2,9,0,0.22,35,1,3,15,11,9,9,Sound,0.31,46,-28266765,-37.69,0.62,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,1998,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
137106,The Lego Movie,60000000,470759687,11.01,"Animation, Family, Adventure, Comedy, Fantasy",Animation,5,Phil Lord,"Lin Pictures, Vertigo Entertainment, Village Roadshow Pictures, The LEGO Group, Animal Logic, Warner Animation Group, RatPac Entertainment",Lin Pictures,7,06-02-2014 00:00,35,Chris Pratt,Will Ferrell,Elizabeth Banks,18,3,14,6,82,2,2,9,1,72,9,Visual Effects,0.43,117,410759687,684.6,7.85,High Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2014,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10040,Miss Congeniality 2: Armed and Fabulous,0,101393569,2.56,"Action, Comedy",Action,2,John Pasquin,"Village Roadshow Pictures, Castle Rock Entertainment, Fortis Films",Village Roadshow Pictures,3,11-03-2005 00:00,14,Sandra Bullock,Regina King,Enrique Murciano,7,7,0,1,13,3,3,5,4,4,7,Production,1.08,27,,,,Unknown,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2005,3,March,Q1,Spring,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
6278,Reign of Fire,60000000,82150183,4.53,"Adventure, Action, Fantasy",Adventure,3,Rob Bowman,"Touchstone Pictures, Spyglass Entertainment, The Zanuck Company, World 2000 Entertainment, Birnbaum/Barber Productions",Touchstone Pictures,5,09-07-2002 00:00,15,Christian Bale,Matthew McConaughey,Izabella Scorupco,8,2,5,4,122,4,2,26,4,92,11,Production,0.12,137,22150183,36.92,1.37,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2002,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
82682,Gangster Squad,60000000,105200000,2.92,"Crime, Drama, Action, Thriller",Crime,4,Ruben Fleischer,"Village Roadshow Pictures, Lin Pictures, Langley Park Production, Warner Bros. Pictures",Village Roadshow Pictures,4,09-01-2013 00:00,40,Josh Brolin,Ryan Gosling,Nick Nolte,29,5,6,5.8,81,4,1,17,5,59,10,Sound,0.49,121,45200000,75.33,1.75,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2013,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17610,Year One,60000000,62357900,2.79,"Comedy, Adventure",Comedy,2,Harold Ramis,"Columbia Pictures, Apatow Productions, Ocean Pictures",Columbia Pictures,3,18-06-2009 00:00,24,Jack Black,Michael Cera,Olivia Wilde,17,5,2,3.4,12,6,3,9,0,3,4,Production,2,36,2357900,3.93,1.04,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2009,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22954,Invictus,60000000,122400000,3.06,"Drama, History",Drama,2,Clint Eastwood,"Warner Bros. Pictures, Spyglass Entertainment, Revelations Entertainment, Malpaso Productions, Liberty Pictures",Warner Bros. Pictures,5,11-12-2009 00:00,46,Morgan Freeman,Matt Damon,Tony Kgoroge,18,6,22,3,37,4,1,19,4,14,10,Production,1.24,83,62400000,104,2.04,High Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2009,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
16995,State of Play,60000000,87800000,3.38,"Thriller, Crime, Mystery",Thriller,3,Kevin Macdonald,"Andell Entertainment, Working Title Films, StudioCanal, Relativity Media",Andell Entertainment,4,17-04-2009 00:00,22,Russell Crowe,Ben Affleck,Rachel McAdams,15,7,0,2.14,25,5,3,10,6,9,8,Production,0.88,47,27800000,46.33,1.46,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2009,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
16558,Duplicity,60000000,78176181,4.56,"Romance, Comedy, Crime",Romance,3,Tony Gilroy,"Medienproduktion Poseidon Filmgesellschaft, Universal Pictures, Relativity Media, Laura Bickford Productions",Medienproduktion Poseidon Filmgesellschaft,4,18-03-2009 00:00,33,Clive Owen,Julia Roberts,Paul Giamatti,11,4,18,2.75,8,3,1,5,3,0,6,Production,4.12,41,18176181,30.29,1.3,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2009,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9849,My Favorite Martian,65000000,36850101,3.54,"Comedy, Family, Science Fiction",Comedy,3,Donald Petrie,"Walt Disney Pictures, The Jerry Leider Company, Robert Shapiro Productions",Walt Disney Pictures,3,11-02-1999 00:00,8,Jeff Daniels,Elizabeth Hurley,Daryl Hannah,5,3,0,1.67,6,1,2,4,2,0,5,Writing,1.33,14,-28149899,-43.31,0.57,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1999,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5820,The Sentinel,60000000,78810595,2.38,"Action, Thriller, Crime",Action,3,Clark Johnson,"Furthur Films, New Regency Pictures, Dune Entertainment, Major Studio Partners, 20th Century Fox",Furthur Films,5,19-04-2006 00:00,15,Michael Douglas,Kiefer Sutherland,Eva Longoria,10,4,1,2.5,25,3,1,12,4,9,9,Production,0.6,40,18810595,31.35,1.31,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2006,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
16866,Planet 51,70000000,104945765,3.9,"Animation, Family, Comedy, Science Fiction, Adventure",Animation,5,Jorge Blanco,"Ilion Animation Studios, Handmade Films, Atresmedia Cine",Ilion Animation Studios,3,19-11-2009 00:00,18,Dwayne Johnson,Seann William Scott,Jessica Biel,7,3,8,2.33,15,2,5,7,0,8,7,Writing,1.2,33,34945765,49.92,1.5,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2009,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
201,Star Trek: Nemesis,60000000,67336470,3.43,"Science Fiction, Action, Adventure, Thriller",Science Fiction,4,Stuart Baird,"Paramount Pictures, Digital Image Associates",Paramount Pictures,2,13-12-2002 00:00,18,Patrick Stewart,Jonathan Frakes,Brent Spiner,12,6,0,2,19,2,1,10,3,6,8,Production,0.95,37,7336470,12.23,1.12,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2002,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11775,Intolerable Cruelty,60000000,119940815,3,"Comedy, Romance, Crime",Comedy,3,Joel Coen,"Universal Pictures, Imagine Entertainment, Alphaville Films, Mike Zoss Productions",Universal Pictures,4,10-10-2003 00:00,42,George Clooney,Catherine Zeta-Jones,Edward Herrmann,17,12,13,1.42,46,7,4,17,7,22,10,Production,0.91,88,59940815,99.9,2,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2003,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
87825,Trouble with the Curve,60000000,49000000,3.54,"Drama, Romance",Drama,2,Robert Lorenz,"Malpaso Productions, Warner Bros. Pictures",Malpaso Productions,2,21-09-2012 00:00,46,Clint Eastwood,Amy Adams,Justin Timberlake,28,8,10,3.5,19,3,1,10,1,8,9,Production,2.42,65,-11000000,-18.33,0.82,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2012,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12201,Edge of Darkness,80000000,81126522,3.47,"Crime, Drama, Mystery, Thriller",Crime,4,Martin Campbell,"Icon Productions, GK Films, BBC Film, Warner Bros. Pictures",Icon Productions,4,28-01-2010 00:00,20,Mel Gibson,Ray Winstone,Danny Huston,15,1,4,15,80,3,2,19,4,57,10,Costume & Make-Up,0.25,100,1126522,1.41,1.01,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2010,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11015,The Relic,60000000,33956608,4.64,"Horror, Mystery, Thriller, Science Fiction",Horror,4,Peter Hyams,"Mutual Film Company, Paramount Pictures, TOHO-TOWA, Pacific Western, PolyGram Filmed Entertainment, Marubeni, BBC, Tele München",Mutual Film Company,8,10-01-1997 00:00,27,Penelope Ann Miller,Tom Sizemore,Linda Hunt,14,6,7,2.33,87,2,4,19,4,64,11,Crew,0.31,114,-26043392,-43.41,0.57,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,1997,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9932,Analyze That,60000000,55003135,2.99,"Comedy, Crime",Comedy,2,Harold Ramis,"Warner Bros. Pictures, Village Roadshow Pictures, NPV Entertainment, Face Productions, Tribeca Productions, Spring Creek Pictures, Baltimore Pictures",Warner Bros. Pictures,7,06-12-2002 00:00,10,Robert De Niro,Billy Crystal,Lisa Kudrow,5,3,2,1.67,15,2,4,10,3,2,6,Production,0.67,25,-4996865,-8.33,0.92,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2002,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
13389,Righteous Kill,60000000,79498846,2.64,"Crime, Thriller, Mystery",Crime,3,Jon Avnet,"Nu Image, Millennium Media, InVenture Entertainment, Emmett/Furla Films, Grosvenor Park Productions, Overture Films",Nu Image,6,11-09-2008 00:00,33,Robert De Niro,Carla Gugino,50 Cent,21,8,4,2.62,2,0,1,2,0,0,2,Writing,16.5,35,19498846,32.5,1.32,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2008,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8838,Mercury Rising,60000000,93100000,2.27,"Action, Crime, Drama, Thriller",Action,4,Harold Becker,"Universal Pictures, Imagine Entertainment",Universal Pictures,2,03-04-1998 00:00,25,Bruce Willis,Alec Baldwin,Miko Hughes,16,6,3,2.67,90,2,2,20,13,57,11,Crew,0.28,115,33100000,55.17,1.55,High Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,1998,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17332,The Soloist,60000000,38332994,1.72,"Drama, Music",Drama,2,Joe Wright,"DreamWorks Pictures, Universal Pictures, StudioCanal, Participant, Krasnoff / Foster Entertainment, Working Title Films",DreamWorks Pictures,6,24-04-2009 00:00,12,Robert Downey Jr.,Jamie Foxx,Catherine Keener,6,5,1,1.2,21,2,1,4,7,10,8,Production,0.57,33,-21667006,-36.11,0.64,High Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2009,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4958,The Legend of Bagger Vance,80000000,39459427,2.77,"Drama, Romance, Fantasy",Drama,3,Robert Redford,"Wildwood Enterprises, Allied Filmmakers, Epsilon Motion Pictures, 20th Century Fox, DreamWorks Pictures",Wildwood Enterprises,5,02-11-2000 00:00,13,Matt Damon,Bruce McGill,Charlize Theron,9,2,2,4.5,34,5,1,13,6,15,8,Costume & Make-Up,0.38,47,-40540573,-50.68,0.49,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2000,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
786,Almost Famous,60000000,47386287,5.54,"Drama, Music",Drama,2,Cameron Crowe,"DreamWorks Pictures, Columbia Pictures, Vinyl Films",DreamWorks Pictures,3,15-09-2000 00:00,45,Kate Hudson,Billy Crudup,Frances McDormand,25,12,8,2.08,16,6,1,10,4,2,8,Production,2.81,61,-12613713,-21.02,0.79,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,2000,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9513,Garfield: A Tail of Two Kitties,60000000,141700000,3.58,"Comedy, Family, Adventure",Comedy,3,Tim Hill,"20th Century Fox, Davis Entertainment, Dune Entertainment, Major Studio Partners, Ingenious Media, Ingenious Film Partners",20th Century Fox,6,15-06-2006 00:00,20,Bill Murray,Jennifer Love Hewitt,Billy Connolly,11,5,4,2.2,11,1,2,8,1,2,7,Production,1.82,31,81700000,136.17,2.36,High Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2006,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11679,xXx: State of the Union,60000000,71410636,6.61,"Action, Adventure, Crime, Thriller",Action,4,Lee Tamahori,"Revolution Studios, Original Film",Revolution Studios,2,27-04-2005 00:00,15,Ice Cube,Samuel L. Jackson,Willem Dafoe,10,2,3,5,111,2,1,20,9,82,11,Crew,0.14,126,11410636,19.02,1.19,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2005,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38321,Priest,60000000,84154026,5.67,"Action, Fantasy, Horror",Action,3,Scott Stewart,"Michael De Luca Productions, Stars Road Entertainment, TOKYOPOP, Buckaroo Entertainment, Screen Gems",Michael De Luca Productions,5,05-05-2011 00:00,11,Paul Bettany,Karl Urban,Cam Gigandet,7,4,0,1.75,17,3,1,7,2,8,7,Production,0.65,28,24154026,40.26,1.4,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2011,5,May,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14411,Sinbad: Legend of the Seven Seas,60000000,80767884,4.96,"Action, Adventure, Animation, Family, Fantasy",Action,5,Tim Johnson,"DreamWorks Animation, DreamWorks Pictures",DreamWorks Animation,2,02-07-2003 00:00,13,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,8,2,3,4,30,2,1,12,2,16,8,Sound,0.43,43,20767884,34.61,1.35,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2003,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8413,Event Horizon,60000000,26700000,6.91,"Horror, Science Fiction, Mystery",Horror,3,Paul W.S. Anderson,"Impact Pictures, Paramount Pictures, Golar Productions, Lawrence Gordon Productions",Impact Pictures,4,15-08-1997 00:00,15,Laurence Fishburne,Sam Neill,Kathleen Quinlan,9,4,2,2.25,59,3,1,21,3,35,10,Art,0.25,74,-33300000,-55.5,0.44,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,1997,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10052,Dragonfly,60000000,52322400,5.01,"Drama, Thriller, Fantasy",Drama,3,Tom Shadyac,"Universal Pictures, Spyglass Entertainment, Gran Via Productions, Shady Acres Entertainment, Kalima Productions, NDE Productions, Touchstone Pictures",Universal Pictures,7,22-02-2002 00:00,23,Kevin Costner,Joe Morton,Ron Rifkin,10,11,2,0.91,67,7,0,19,6,42,11,Costume & Make-Up,0.34,90,-7677600,-12.8,0.87,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,2002,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9676,The Black Dahlia,50000000,49332692,3.17,"Crime, Thriller, Drama",Crime,3,Brian De Palma,"Linson Entertainment, Universal Pictures, Signature Pictures, Davis Films, Millennium Media, Nu Image Entertainment",Linson Entertainment,6,15-09-2006 00:00,19,Josh Hartnett,Scarlett Johansson,Aaron Eckhart,11,8,0,1.38,72,4,1,14,4,54,11,Costume & Make-Up,0.26,91,-667308,-1.33,0.99,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2006,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9664,Flyboys,60000000,17858059,2.2,"Drama, History, War",Drama,3,Tony Bill,"Electric Entertainment, Skydance Media, Ingenious Media",Electric Entertainment,3,22-09-2006 00:00,16,James Franco,David Ellison,Jean Reno,11,2,3,5.5,81,2,1,21,3,57,11,Visual Effects,0.2,97,-42141941,-70.24,0.3,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2006,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2100,The Last Castle,72000000,27642707,4.7,"Action, Drama, Thriller",Action,3,Rod Lurie,"DreamWorks Pictures, Robert Lawrence Productions",DreamWorks Pictures,2,19-10-2001 00:00,11,Robert Redford,James Gandolfini,Mark Ruffalo,10,0,1,,15,1,2,9,2,4,7,Art,0.73,26,-44357293,-61.61,0.38,High Budget,Loss,Inefficient,High Popularity,Unprofitable,High Popularity - Unprofitable,2001,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10384,Supernova,90000000,14828081,2.01,"Science Fiction, Horror, Thriller",Science Fiction,3,Walter Hill,"Hammerhead Productions, Screenland Pictures, Metro-Goldwyn-Mayer",Hammerhead Productions,3,14-01-2000 00:00,12,James Spader,Angela Bassett,Robert Forster,7,3,2,2.33,59,3,1,18,5,36,10,Art,0.2,71,-75171919,-83.52,0.16,High Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2000,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
137321,Winter's Tale,60000000,30800231,2.84,"Drama, Fantasy, Mystery, Romance",Drama,4,Akiva Goldsman,"Weed Road Pictures, Village Roadshow Pictures, Warner Bros. Pictures, Marc Platt Productions",Weed Road Pictures,4,13-02-2014 00:00,33,Colin Farrell,Jessica Brown Findlay,Russell Crowe,15,8,10,1.88,12,3,1,10,1,1,7,Production,2.75,45,-29199769,-48.67,0.51,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2014,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
123553,The Mortal Instruments: City of Bones,60000000,95396573,4.3,"Fantasy, Action, Mystery",Fantasy,3,Harald Zwart,"Screen Gems, Unique Features, Mister Smith Entertainment, Don Carmody Productions, Constantin Film",Screen Gems,5,21-08-2013 00:00,22,Lily Collins,Jamie Campbell Bower,Kevin Zegers,15,3,4,5,12,2,3,4,3,5,7,Writing,1.83,34,35396573,58.99,1.59,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2013,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11260,Meet Dave,60000000,50650079,3.01,"Comedy, Science Fiction, Adventure, Family",Comedy,4,Brian Robbins,"Dune Entertainment, Regency Enterprises, Guy Walks into a Bar Productions, Deep River Productions, Friendly Films (II), 20th Century Fox",Dune Entertainment,6,08-07-2008 00:00,16,Eddie Murphy,Elizabeth Banks,Gabrielle Union,10,5,1,2,38,3,2,20,6,12,10,Production,0.42,54,-9349921,-15.58,0.84,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2008,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9009,Dark Water,30000000,68357079,2.43,"Horror, Mystery",Horror,2,Walter Salles,"Post No Bills Films, Vertigo Entertainment, Touchstone Pictures, Pandemonium Productions",Post No Bills Films,4,08-07-2005 00:00,12,Jennifer Connelly,John C. Reilly,Tim Roth,5,7,0,0.71,17,3,1,7,4,6,7,Production,0.71,29,38357079,127.86,2.28,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2005,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11374,Edtv,80000000,35242897,1.83,Comedy,Comedy,1,Ron Howard,"Imagine Entertainment, Universal Pictures",Imagine Entertainment,2,26-03-1999 00:00,51,Matthew McConaughey,Woody Harrelson,Sally Kirkland,27,15,9,1.8,12,3,4,10,0,2,6,Writing,4.25,63,-44757103,-55.95,0.44,High Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,1999,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2309,Inkheart,60000000,62803180,5.82,"Adventure, Family, Fantasy",Adventure,3,Iain Softley,"New Line Cinema, Internationale Filmproduktion Blackbird Erste",New Line Cinema,2,11-12-2008 00:00,20,Brendan Fraser,Sienna Guillory,Andy Serkis,11,6,3,1.83,27,3,1,9,4,14,8,Crew,0.74,47,2803180,4.67,1.05,High Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,2008,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8285,The Spirit,60000000,39164441,2.41,"Action, Fantasy, Crime, Thriller",Action,4,Frank Miller,"Lionsgate, Dark Lot Entertainment, Continental Entertainment Group (CEG), OddLot Entertainment, Media Magik Entertainment, Batfilm Productions",Lionsgate,6,25-12-2008 00:00,15,Gabriel Macht,Scarlett Johansson,Samuel L. Jackson,7,6,2,1.17,24,6,1,11,7,6,8,Production,0.62,39,-20835559,-34.73,0.65,High Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2008,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
